source,name,slug,alias,type,status,description,universe,categories,stories,places,affiliates,abilities
MermadicKingdom,The 7 Daughters of Tininuota,the-7-daughters-of-tininuota,,Mythology,published,"The 7 Daughters of Tininuota were so beautiful that they could seduce even women. Unlike the Ocieans they didn't hate mankind but adored them and on their lands they left several treasures such as the diamond, pearl, and crystal. In return man gave them clothing and left them ships. The daughters then made one of the ships into a floating city and covered it with a fog. This fog would then lift the ship at the same time keeping the daughters nourished as if they were underwater. Each of the daughters had mystical powers and together they knew the longer above ground they would lose their mermaid like appearance and become more human. Still with their mystical abilities, the daughters would each conquer a country and populate it. Their legends would create several societies and legendary stories throughout the middle east. One of the daughters brought people to the now Asia.",Main Universe,Mythology; Other Myths,,,,
Mortals,Krita,krita,,Mythology,published,"Rank: Painter with magical powers

Krita was a great painter and when she was a little girl she painted a magical painting and gave it to the gods. At the midst of night the paintings came to life and enslave half the gods in bendable chains. These chains were the first sign of rubber. Krita is wife to Tama and mother to the bears.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Ahane,ahane,,Mythology,published,"Rank: Dragon Slayer – Demi God

Ahane was the great dragon slayer and one of the many mortal children to the god Born'. When born, Born' conjured great dragons from the farthest corners of the world to challenge his son and when Ahane killed the 7 dragons he became revered around the country. Ahane met the beautiful princess Nojikuach and the two had a beautiful son, Akeni who died years later because of a wild boar. To bring his son back to life, Ahane did several trials conducted by Montum to prove he worthy. But after the trials Montum stated that in order to get his son back that he couldn't look upon his sons face as he would be bound to the underworld forever. At this moment Ahane was very happy but like mortals he turned back to see the look on his son's face. Then Akeni turned into a monster and Montum turned him into the leader of demons. From this Ahane cried for forty days before he killed himself and his wife. In the afterlife Ahane became lover to Montum and turned into the Judge over the dead. Here he was the judge over the evil dead.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Dilpor,dilpor,,Mythology,published,"Rank: Has golden touch

Dilpor can turn anything he touches to gold. Born of the Sisian King, Melio and one of the Vitinct who King Melio met while buying weapons from the Black Market in the Other World. Dilpor later took his father's thrown and became king of Sisia of Lostasia.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Mackitosh,mackitosh,,Mythology,published,"Rank: Warrior of the Gods

Mackitosh is the warrior of the immortals. Sent to earth to battle thousands of demons, he was given the sword of immunity to protect him from anything in the living world. Unlike the many other cultures, Mackitosh wasn't the only or main warrior and although he had great strength, indestructible weapons, great agile, knowledge of the gods, and the gift of flight. With great speed, Mackitosh defeated an entire army without even been seen and from his great knowledge came wisdom no other mortal bared. Son of a Sondred and Domaedian, Mackitosh rested amongst the gods because of his great abilities, he was given longevity however not immortality and would be given the title as protector of all things including the gods. But one day his mortal curiosity came about and he left to Earth where found the Pool of Desire and met several protecting spirits that seduced him into drinking from it. Once he drunk a drop his deepest dreams and desires came true unleashing them on the world. Montum took advantage of his unleashed dreams by unleashing demons onto the world to join the rampage. Now with demons, evil spirits, and other creatures of the dark lands on Earth, the gods had to act very quickly. Born' sent several deities to cure Mackitosh so he can assist in the battle. The battle lasted for 13 days and within this time the world was ripped from the ground to the skies. The gods shocked at its appearance told mankind that the 13 day of the Demon War would be remember for all days and so the number 13 itself by most societies were considered a cursed number. On the 14th day Mackitosh used his great speed and strength to rebuild most of Lostasia and with powerful magic by the Sondreds the island city would return to normal but not without new flaws.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Arkylentese,arkylentese,,Mythology,published,"Rank: Guardians of the Golden Honey

Arkylentese are the guardians of the Golden Honey “honey that gives immortality”. Whenever seen they can't refuse a fight and so they fight often as they love to wonder among crowds. So beautiful that Santiyline sealed them away in a secret garden hidden away in the Sea of Time.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Well,well,,Mythology,published,"Rank: Medicine Man

Well the Medicine Man, practices in magical healing found this Indian from the Eastern world becoming more and more popular leading him to be inducted into the Elitsyian society. His growing popularity caused the gods to bring him to the Heavens and given immortality. God of Healing and Prophecies, Well is father to Ni is complete opposite.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Sole,sole,,Mythology,published,"Rank: First Shaman

Sole the first shaman is son to Sesir. The second healer to the world he follows the footsteps of his teacher, Well. His main worship is in cities near forests, jungles, lakes, and newborn places. He assists in childbirth and warfare.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Wonder,wonder,Wur,Mythology,published,"Rank: Cupbearer of Born’

Wonder or Wur is a boy that was so curious of the world around him that he wondered away from his parents into a lake and drowned. Born' took his spirit to the Heavens and the two made love for forty days until he would revive the boy and made him into his personal cupbearer.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
Mortals,Takinewa,takinewa,,Mythology,published,"Rank: None

Takinewa was so beautiful that men around the globe wanted her for their own and thus many protected her from the dark forces. But one emperor of Kinota, an island of Lostasia, granted her with a gift from the Heavens and promised her eternal youth and beauty. But Takinewa denied this gift and remain among her family in Mountainville. Here she ate one of the beautiful blossom flowers that tasted like cherries, little did Takinewa knew these cherries were gifts from the emperor of Kinota. In the morning the emperor visited Takinewa and told her of his gift and Takinewa begged him to take his gift back but couldn't. So Takinewa knowing of her immortality knew she couldn't bare watching those she loved grow old and die without her so she slowly floated off to the moon where she made home. Her family grief stricken by her absence made temples and planted blossom gardens with cherries in her honor. To show his ever fetching love to the maiden, the emperor of Kinota had his followers plant a giant pink flower blossom with special healing blue berries. The special berries were so light that each spring they floated into the air, where Takinewa collected them to build her palace on. From the rocks of the moon that the people of Kinota believed where colorful and glowed in the dark given the moon its shine she made her palace and filled it with berries. These berries became people or moon people that had long dress like legs and beautiful long blue hair. Whenever they dance the moon go through different phases. Takinewa was so enchanted by her people that she presented their gift to the world and it became an art form known as the Moon Dance.",Main Universe,Mythology; Other Myths,,,Elitsyian Gods,
